28	352	-1
2	592	1
191	327	-1
31	709	1
28	478	1
178	622	-1
21	353	1
115	368	-1
26	669	-1
24	314	1
146	530	1
21	532	1
21	363	1
134	220	1
1	189	1
24	671	-1
26	680	-1
171	387	1
190	710	1
3	255	-1
189	568	-1
57	705	1
30	159	1
20	284	1
29	156	1
7	93	-1
30	687	1
30	164	1
21	125	1
18	436	1
109	353	1
28	729	1
7	586	-1
20	437	1
81	125	1
107	356	1
3	256	-1
28	323	1
2	273	-1
31	725	1
76	369	1
19	365	-1
3	62	1
66	711	-1
2	0	-1
2	594	1
28	561	-1
55	125	1
154	339	1
1	252	-1
51	346	-1
18	353	1
1	285	-1
1	30	1
37	192	-1
189	665	-1
11	243	1
19	716	1
133	521	-1
4	222	-1
189	358	-1
3	30	-1
21	367	1
2	197	1
67	358	1
26	372	1
24	680	-1
17	125	-1
79	370	1
4	611	1
90	430	1
182	641	1
158	542	1
87	427	1
28	155	1
191	712	-1
51	361	-1
31	328	1
40	213	1
28	395	1
7	417	-1
4	191	-1
51	348	1
20	763	1
29	316	1
72	191	1
132	500	-1
158	548	1
17	345	1
11	235	-1
2	30	-1
135	494	1
66	331	-1
29	149	1
21	577	-1
1	346	1
1	117	1
25	157	1
28	354	-1
7	102	-1
191	751	-1
2	21	-1
2	90	-1
32	386	1
51	125	1
71	536	-1
90	753	1
18	443	1
7	101	-1
124	352	1
5	2	-1
26	324	1
182	639	1
179	226	1
41	618	-1
2	560	1
133	512	-1
28	351	-1
26	322	1
2	32	-1
28	667	-1
37	188	-1
26	676	-1
23	127	-1
28	324	1
12	106	1
194	331	1
19	122	1
189	682	-1
24	368	-1
24	157	-1
57	299	1
30	163	1
26	175	-1
28	681	-1
45	403	-1
6	549	1
1	37	-1
90	708	1
1	263	1
52	372	1
1	272	1
19	372	-1
44	397	1
129	475	1
2	45	1
46	120	1
2	69	-1
183	651	-1
28	671	-1
41	226	-1
13	105	-1
20	281	1
19	402	-1
29	669	-1
179	230	-1
51	567	-1
18	284	1
162	352	1
0	27	-1
30	474	1
23	452	1
189	564	-1
193	767	1
2	50	-1
19	124	1
2	78	-1
66	331	1
191	330	-1
55	532	1
193	739	1
151	339	-1
28	692	-1
13	243	-1
61	320	1
194	328	1
17	125	1
48	373	1
21	358	-1
189	681	-1
17	115	1
29	661	-1
73	353	-1
21	401	1
2	125	1
20	117	1
17	609	1
41	628	-1
124	728	-1
192	315	-1
181	327	-1
28	357	-1
18	282	1
51	550	-1
2	343	1
7	107	1
45	357	-1
12	734	-1
1	273	1
26	352	-1
56	352	1
109	282	1
19	370	-1
40	376	1
2	186	-1
24	153	1
51	352	-1
20	286	1
21	561	-1
21	574	1
24	689	-1
4	612	1
127	561	1
190	711	1
3	348	1
37	220	1
21	182	1
5	268	-1
194	749	1
143	527	1
136	502	1
29	157	-1
18	365	1
159	346	1
32	652	1
21	580	-1
31	712	1
45	360	-1
29	150	1
30	567	-1
3	36	1
41	228	-1
21	742	-1
19	291	1
30	160	-1
7	224	-1
4	494	1
22	571	1
29	153	1
26	320	1
25	142	-1
32	182	1
2	64	-1
29	665	-1
5	263	-1
9	221	1
91	394	1
116	125	1
19	403	-1
1	134	1
2	454	1
2	130	1
19	199	-1
2	558	1
28	160	1
38	604	1
90	703	1
191	713	-1
30	162	1
8	31	1
4	504	1
191	709	-1
20	443	1
24	157	1
194	724	1
121	125	1
181	181	-1
2	77	-1
21	351	-1
28	164	1
20	441	-1
191	749	-1
84	220	-1
23	657	1
93	398	-1
18	280	1
45	437	1
122	567	1
3	274	-1
29	720	-1
75	352	1
19	373	-1
9	610	-1
37	198	1
191	724	-1
18	357	-1
2	85	-1
1	259	-1
195	714	1
12	746	-1
21	530	1
18	356	-1
31	329	1
178	620	-1
4	259	1
41	229	-1
4	519	1
6	416	1
47	125	1
2	1	-1
195	709	1
28	691	-1
12	244	1
18	115	1
1	348	1
26	682	-1
2	11	-1
2	59	-1
169	200	-1
66	181	1
1	270	-1
46	283	1
1	262	-1
24	151	1
7	96	1
21	576	-1
13	429	1
21	567	1
41	629	-1
189	663	-1
106	122	1
28	153	1
75	745	-1
24	683	-1
34	548	1
45	125	-1
149	532	1
19	285	-1
10	106	1
75	531	1
108	354	1
7	106	1
29	680	-1
106	125	1
57	305	1
51	190	-1
182	655	1
28	171	1
8	417	1
0	262	1
193	760	1
130	489	1
119	386	1
2	19	-1
10	416	1
87	490	1
134	507	1
81	599	-1
3	31	1
57	446	1
29	311	1
26	465	-1
135	507	1
19	363	-1
34	449	1
140	519	1
51	211	1
3	60	1
21	437	1
24	150	1
103	442	1
2	190	1
18	435	1
3	157	-1
13	697	1
190	713	1
2	3	-1
1	430	1
189	659	-1
1	268	-1
190	709	1
69	337	1
30	469	-1
70	588	-1
4	517	1
0	92	1
28	148	1
4	605	1
57	306	1
28	663	-1
75	364	1
0	559	1
19	200	-1
186	643	1
26	179	-1
45	125	1
71	186	1
44	400	1
50	352	1
29	567	-1
179	618	-1
58	125	1
137	502	1
1	343	1
75	577	-1
118	125	1
3	259	-1
28	162	1
23	218	-1
2	38	-1
3	34	-1
13	240	-1
1	345	1
194	330	1
28	154	1
29	694	-1
75	740	-1
26	480	-1
29	682	-1
32	490	1
7	204	1
2	72	-1
195	330	1
1	191	1
13	674	-1
146	402	1
57	755	1
3	191	-1
0	191	-1
26	664	-1
158	547	1
181	751	-1
58	353	1
34	405	1
104	125	1
30	160	1
182	642	1
24	356	-1
142	335	-1
21	575	-1
2	192	-1
75	200	1
51	353	-1
28	479	1
18	125	1
130	487	-1
7	99	-1
135	514	-1
26	757	-1
51	189	-1
2	555	1
135	513	-1
7	100	-1
7	697	-1
66	181	-1
11	102	1
11	416	-1
22	574	1
15	113	-1
195	713	1
28	151	1
2	10	-1
13	242	1
11	426	1
113	125	1
32	491	1
139	521	-1
58	328	1
56	200	1
12	697	-1
38	208	-1
2	62	-1
30	323	-1
24	659	-1
18	763	1
181	724	-1
44	372	1
52	368	1
26	468	-1
148	352	1
29	662	-1
41	231	-1
0	2	-1
19	367	-1
158	546	1
4	221	1
132	502	-1
20	413	-1
0	7	1
11	108	1
28	125	1
131	488	1
3	2	1
29	663	-1
72	559	1
45	731	-1
28	676	-1
169	571	-1
12	225	-1
2	88	-1
28	157	1
0	188	1
1	270	1
10	417	1
28	167	1
29	685	-1
37	377	1
2	345	1
1	424	1
17	353	1
2	46	-1
51	571	-1
2	455	1
37	356	-1
40	595	1
92	397	1
181	710	-1
34	453	1
7	104	-1
83	381	-1
192	142	-1
30	159	-1
104	332	1
29	483	-1
0	279	1
58	181	1
75	580	-1
1	425	1
12	94	1
4	497	1
1	276	-1
189	356	-1
3	262	1
189	661	-1
158	540	1
2	7	-1
18	449	1
86	383	1
29	692	-1
28	696	-1
4	606	1
174	364	1
1	260	1
26	683	-1
75	351	1
28	472	1
158	544	1
37	346	1
50	125	1
29	561	-1
181	330	-1
18	281	1
29	351	-1
8	416	1
21	759	-1
46	125	1
190	327	1
2	2	-1
28	147	1
0	190	-1
1	249	-1
34	450	1
26	170	1
65	147	1
161	197	1
12	108	1
5	21	-1
22	125	1
66	327	-1
27	315	-1
51	574	-1
34	186	1
0	62	-1
57	303	1
2	216	-1
19	117	1
9	605	1
100	643	1
30	168	-1
32	125	1
87	643	1
19	289	1
164	352	1
7	109	1
2	553	-1
2	593	1
7	415	-1
2	75	-1
28	568	-1
26	564	-1
104	508	1
3	0	1
189	561	-1
2	34	-1
1	1	1
28	695	-1
2	377	-1
46	117	1
111	567	1
2	347	-1
1	192	1
29	147	1
21	183	1
20	436	1
21	721	1
97	420	-1
7	108	-1
26	178	1
150	532	1
3	263	-1
139	514	1
57	753	1
19	125	1
24	352	-1
29	566	-1
57	430	1
26	157	-1
182	645	1
21	502	-1
67	515	1
133	503	-1
45	117	1
158	541	1
124	437	1
24	681	-1
66	751	-1
1	13	1
2	4	-1
3	279	1
2	275	-1
13	101	1
19	438	-1
5	259	1
26	681	-1
115	644	1
20	201	-1
2	53	-1
178	618	-1
79	371	1
29	693	-1
28	669	-1
120	125	1
195	750	1
75	532	1
18	290	1
19	291	-1
24	138	1
24	693	-1
24	661	-1
132	332	1
122	125	1
20	769	1
2	258	-1
0	5	-1
30	323	1
2	213	1
9	606	1
5	31	1
4	507	1
2	67	-1
9	604	-1
111	502	1
3	1	1
10	96	1
18	567	1
53	125	1
1	38	-1
26	481	-1
2	45	-1
107	125	1
189	357	-1
1	136	1
84	558	1
19	366	-1
24	664	-1
52	364	1
10	93	1
19	119	1
69	338	1
46	441	1
181	709	-1
94	226	1
2	212	1
1	129	1
4	508	1
30	319	1
3	254	-1
30	462	-1
63	157	1
29	562	-1
29	357	-1
26	677	-1
0	195	1
189	676	-1
2	14	-1
133	332	1
147	402	1
66	710	-1
1	265	-1
19	413	-1
117	125	1
26	459	1
26	180	-1
11	109	1
18	360	1
28	685	-1
0	60	-1
0	37	1
1	10	1
37	340	1
1	31	1
2	350	-1
2	13	-1
75	362	-1
93	399	-1
6	191	-1
3	21	1
30	147	1
13	93	1
2	7	1
0	259	-1
28	687	1
190	328	1
51	344	-1
31	727	-1
11	697	1
2	348	-1
2	193	-1
103	285	1
75	562	1
7	207	1
181	711	-1
2	271	-1
12	96	-1
177	220	1
189	664	-1
2	272	-1
90	336	1
2	27	-1
2	595	1
75	759	-1
29	664	-1
75	571	-1
81	351	1
28	476	1
54	563	1
46	226	1
31	710	1
85	221	1
9	339	1
28	356	-1
1	133	1
90	393	1
1	253	1
21	478	-1
24	316	1
2	274	-1
66	750	-1
132	519	-1
1	197	1
127	459	1
193	764	1
5	14	-1
3	92	1
26	467	-1
39	428	1
110	285	1
189	352	-1
24	678	-1
176	181	-1
0	0	-1
28	702	-1
18	122	1
21	200	-1
189	677	-1
2	259	-1
24	660	-1
139	519	1
55	459	-1
17	550	-1
88	388	-1
34	452	1
28	670	1
66	709	-1
27	146	-1
19	358	-1
57	295	1
24	682	-1
26	659	-1
0	45	1
19	352	-1
182	658	1
12	100	1
19	123	1
2	195	1
42	367	1
12	110	1
29	673	-1
24	370	-1
18	117	1
0	343	1
75	368	1
3	346	1
26	179	1
75	365	1
86	382	1
28	172	1
53	372	1
48	370	1
181	749	-1
26	687	1
5	1	-1
2	6	-1
93	352	1
51	197	-1
7	241	-1
29	356	-1
97	421	-1
26	351	-1
19	353	-1
41	630	-1
24	154	-1
2	24	-1
24	152	1
179	628	-1
123	437	1
7	679	1
2	73	-1
6	608	1
2	36	-1
12	235	-1
38	220	1
2	342	1
18	573	1
24	561	-1
46	352	1
26	162	1
176	602	-1
21	717	1
21	366	1
17	333	-1
2	346	-1
135	332	1
24	317	1
66	327	1
115	125	1
7	744	-1
7	387	-1
114	220	1
21	568	1
17	406	1
13	99	1
58	327	1
86	386	1
59	310	-1
176	709	-1
26	174	1
31	327	1
30	476	-1
24	673	-1
45	719	-1
29	154	1
33	534	1
19	248	-1
41	624	-1
59	643	1
55	576	-1
7	242	-1
5	258	-1
20	442	1
11	102	-1
29	675	1
136	517	-1
194	327	1
7	31	1
3	7	1
52	365	1
47	353	1
178	617	-1
13	104	1
24	318	-1
26	660	-1
20	579	-1
2	76	-1
178	627	-1
105	125	1
26	356	-1
17	288	1
21	740	-1
24	147	1
7	105	1
125	447	1
2	43	-1
26	473	-1
26	458	-1
61	162	1
4	512	1
1	190	-1
29	148	1
70	366	1
0	36	1
163	352	1
0	14	1
2	348	1
169	573	-1
7	238	-1
26	673	-1
178	228	1
126	444	1
17	762	1
18	121	1
21	476	-1
29	683	-1
75	564	-1
2	82	-1
2	71	-1
29	155	1
90	752	1
54	125	1
34	535	-1
46	530	1
1	5	1
18	634	1
192	688	1
11	93	1
8	414	1
26	475	-1
37	348	-1
26	165	-1
22	361	1
45	248	-1
26	163	-1
37	351	-1
2	61	-1
7	583	-1
18	120	1
37	333	1
3	267	1
4	613	1
4	514	1
1	132	1
51	220	1
193	738	1
51	491	-1
19	121	1
48	600	-1
26	321	1
195	710	1
48	353	1
22	360	1
148	567	1
3	45	1
195	328	1
2	196	-1
75	437	1
75	442	1
28	682	-1
29	671	-1
12	243	1
8	415	-1
17	567	1
121	169	1
28	693	-1
178	230	-1
13	241	-1
178	226	-1
135	520	-1
31	328	-1
10	110	1
24	139	1
85	220	1
4	604	1
2	16	-1
1	251	-1
0	258	-1
37	335	-1
20	285	-1
73	356	-1
37	190	1
20	435	1
57	304	1
30	163	-1
30	470	-1
24	720	-1
27	157	1
1	195	1
19	432	-1
12	236	1
27	733	-1
0	211	-1
1	264	-1
26	663	-1
75	742	-1
2	35	-1
31	181	1
4	332	1
74	355	1
26	326	1
11	429	1
24	155	1
31	724	1
4	608	1
0	553	1
107	351	1
2	18	-1
29	313	-1
135	519	-1
38	221	1
75	533	1
190	749	1
6	220	1
34	536	-1
32	410	1
51	358	-1
19	120	1
29	677	-1
26	662	-1
11	100	1
28	457	1
4	498	1
5	60	-1
2	379	-1
133	493	-1
12	99	-1
64	157	1
135	496	1
5	262	-1
7	110	1
190	181	1
133	518	1
4	614	1
2	70	-1
78	372	1
26	476	1
1	2	1
75	356	-1
2	266	1
132	492	-1
189	567	-1
18	531	1
73	354	-1
189	685	-1
90	704	1
166	562	1
21	352	-1
131	490	1
28	673	-1
119	647	1
21	352	1
11	110	1
24	668	-1
37	345	1
25	147	1
190	724	1
159	197	1
52	125	1
187	647	1
17	435	1
2	87	-1
28	564	-1
17	114	1
6	388	1
57	723	1
90	705	1
84	221	-1
44	246	1
22	573	1
191	328	-1
19	282	-1
2	198	1
0	4	-1
114	125	1
80	372	1
20	439	-1
30	169	1
41	233	1
56	125	1
1	336	1
2	41	-1
1	211	1
30	351	-1
21	571	-1
124	727	-1
14	111	-1
7	584	1
3	14	1
12	766	-1
21	357	-1
17	607	1
194	709	1
19	715	1
37	352	-1
21	200	1
152	339	1
29	667	-1
26	456	-1
51	343	1
20	120	1
185	643	1
193	770	1
88	586	-1
40	217	1
28	152	1
53	352	1
169	360	-1
19	431	-1
179	630	-1
75	363	1
2	56	-1
28	163	1
48	186	1
70	365	1
55	569	1
19	281	-1
7	96	-1
2	84	-1
67	506	1
30	167	1
28	166	1
15	112	-1
179	624	-1
75	366	1
172	586	-1
1	274	1
189	666	-1
9	608	1
41	621	-1
17	368	1
26	164	1
12	105	-1
3	274	1
139	512	1
36	187	1
194	750	1
135	495	-1
132	506	1
37	189	1
1	257	-1
135	512	-1
50	353	1
12	104	1
7	235	-1
0	38	1
75	590	1
92	400	1
70	339	1
10	238	1
172	388	-1
18	575	-1
19	283	1
0	1	-1
70	338	1
11	142	1
40	375	1
51	408	1
1	250	-1
194	714	1
132	494	1
20	285	1
13	244	-1
75	357	-1
100	106	1
135	521	-1
90	707	1
5	67	-1
22	578	1
66	713	-1
18	125	-1
2	343	-1
52	366	1
18	579	-1
2	376	1
26	482	1
26	460	1
0	31	1
191	331	-1
4	220	1
7	106	-1
21	743	-1
75	200	-1
47	437	1
5	34	1
7	746	1
132	512	-1
115	356	1
2	83	-1
22	125	-1
3	3	1
4	194	1
1	35	-1
192	147	1
195	711	1
13	100	-1
40	212	1
24	358	-1
189	351	-1
3	275	-1
17	221	1
26	472	1
133	495	1
107	567	-1
75	361	1
159	192	-1
24	313	-1
20	283	1
88	387	-1
57	703	1
2	58	-1
0	345	1
26	166	-1
13	679	-1
124	459	1
7	202	1
19	730	-1
122	502	-1
17	194	1
194	713	1
37	196	1
17	552	1
30	477	-1
1	3	1
3	10	-1
21	564	-1
82	372	1
182	650	1
24	353	-1
7	686	-1
4	197	1
160	191	1
21	365	1
90	339	1
48	352	-1
37	335	1
192	157	1
2	191	-1
1	67	1
2	68	-1
41	625	-1
50	359	1
37	389	1
182	637	1
119	652	1
2	89	-1
23	391	-1
19	357	-1
2	44	-1
4	345	1
19	201	-1
18	361	1
0	3	-1
29	688	1
26	357	-1
182	656	1
51	350	-1
28	661	-1
132	514	-1
77	371	1
20	115	1
37	741	1
189	669	-1
11	679	-1
119	653	1
1	266	1
26	169	1
7	94	-1
194	710	1
19	117	-1
3	4	1
176	711	-1
176	331	-1
1	556	1
175	601	1
21	745	-1
110	117	1
3	35	1
26	463	1
9	612	1
141	523	1
23	410	-1
4	34	1
41	623	-1
182	649	1
18	352	1
37	567	-1
67	507	1
167	563	1
18	635	1
46	121	1
24	312	1
189	662	-1
35	187	1
19	441	-1
83	380	-1
13	94	1
24	732	-1
37	345	-1
61	468	-1
172	583	-1
28	701	-1
18	530	1
11	104	1
30	690	1
41	232	-1
12	238	-1
51	351	-1
32	488	1
37	343	-1
3	271	-1
191	711	-1
2	81	-1
18	292	1
99	247	1
39	208	-1
195	751	1
3	272	-1
24	562	-1
189	354	-1
57	307	1
3	267	-1
133	502	1
30	463	1
18	366	1
2	31	-1
17	343	1
18	358	1
20	280	1
1	558	1
126	447	1
26	459	-1
19	282	1
98	423	1
3	1	1
16	113	-1
143	527	-1
58	567	1
2	12	-1
26	325	-1
37	197	-1
30	476	1
26	147	1
57	302	1
7	240	-1
29	695	-1
125	444	1
104	502	1
103	125	1
178	629	-1
181	328	-1
3	249	-1
29	169	-1
81	364	1
51	354	-1
17	343	-1
2	40	-1
190	331	1
104	507	1
7	236	-1
182	653	1
2	378	1
67	505	1
26	353	-1
2	57	-1
181	712	-1
27	735	-1
75	761	-1
19	442	1
0	343	-1
178	630	-1
55	580	-1
1	358	1
133	516	1
170	583	1
182	647	1
133	514	-1
31	331	1
21	590	1
2	28	-1
29	564	-1
68	191	-1
22	366	-1
19	443	-1
4	396	1
1	279	1
9	613	1
28	688	1
39	209	-1
12	686	1
2	188	-1
28	169	1
12	241	1
31	750	1
2	264	-1
3	273	-1
6	223	1
148	356	1
3	9	-1
19	360	-1
2	340	1
29	676	-1
11	106	1
161	192	1
51	354	1
192	733	-1
90	723	1
17	220	1
30	472	1
188	647	1
19	280	-1
61	322	1
24	315	1
21	356	-1
194	711	1
30	756	1
7	203	1
29	151	1
37	211	-1
132	507	1
1	0	1
2	60	-1
48	352	1
47	122	1
7	581	1
26	177	-1
78	169	1
57	707	1
24	144	1
24	141	1
195	724	1
24	688	1
19	404	-1
75	736	1
19	285	1
28	680	-1
66	749	-1
20	292	1
30	479	1
19	293	1
97	422	-1
30	165	1
30	463	-1
23	410	1
31	728	-1
54	409	1
67	332	1
140	521	1
19	294	-1
176	712	-1
43	247	1
26	168	-1
20	125	-1
138	508	1
26	354	-1
28	684	-1
95	352	1
21	747	1
19	374	-1
191	181	-1
7	746	-1
19	640	1
173	410	1
24	140	1
29	666	-1
66	330	-1
26	665	-1
26	166	1
24	568	-1
130	486	1
183	654	-1
26	175	1
24	567	-1
12	93	-1
26	685	-1
190	714	1
28	482	1
46	182	1
51	567	1
2	344	-1
30	326	1
30	471	-1
68	335	1
0	271	1
17	116	1
2	551	-1
10	225	1
29	670	1
191	710	-1
37	407	1
0	558	1
51	356	-1
42	235	1
75	356	1
90	631	1
17	291	1
192	670	1
12	679	-1
189	673	-1
183	386	-1
11	96	1
29	758	1
2	74	-1
12	416	-1
181	750	-1
0	340	1
89	392	-1
58	331	1
1	356	-1
4	379	1
26	466	-1
50	356	-1
189	680	-1
19	437	1
28	666	-1
57	708	1
19	280	1
169	578	-1
17	195	1
72	525	1
18	182	1
2	63	-1
17	356	1
177	221	1
6	700	1
48	357	-1
7	239	-1
54	125	-1
18	114	1
77	372	1
2	17	-1
12	102	-1
151	339	1
45	359	-1
1	340	1
51	345	1
28	683	-1
52	352	1
24	669	-1
47	283	1
17	286	1
29	660	-1
41	619	-1
0	35	1
7	416	-1
26	684	-1
21	768	1
169	574	-1
190	330	1
1	158	1
72	524	1
61	157	-1
19	433	-1
145	527	1
133	508	1
24	665	-1
78	370	1
188	652	1
157	186	1
159	191	-1
31	713	-1
13	746	-1
60	310	1
18	368	1
2	42	-1
9	611	1
5	3	-1
2	22	-1
75	182	1
171	583	1
18	589	1
28	677	-1
7	388	-1
61	459	-1
1	7	1
138	522	1
24	670	1
48	125	1
18	769	1
2	33	-1
26	173	1
18	119	1
75	283	1
19	419	-1
10	224	1
